Temperature (C) ,Pressure_kpa,Cloud Cover (%),Wind Direction (deg),Wind Speed (kmh),Time,,,,
15.72188622,1014,0,74,10,2020-11-24 02:00:00,,,,
17.72188622,1013,0,74,11,2020-11-24 03:00:00,,,,
15.72188622,1014,0,75,12,2020-11-24 04:00:00,,,,
15.72188622,1014,0,77,12,2020-11-24 05:00:00,,,,
15.72188622,1014,0,79,13,2020-11-24 06:00:00,,,,
15.72188622,1015,0,82,13,2020-11-24 07:00:00,,,,
15.72188622,1015,0,85,14,2020-11-24 08:00:00,,,,
15.72188622,1016,0,88,14,2020-11-24 09:00:00,,,,
19.72188622,1015,0,118,13,2020-11-24 10:00:00,,,,
21.72188622,1015,0,148,12,2020-11-24 11:00:00,,,,
23.72188622,1015,0,178,10,2020-11-24 12:00:00,,,,
25.72188622,1014,0,233,10,2020-11-24 13:00:00,,,,
25.72188622,1013,0,289,9,2020-11-24 14:00:00,,,,
27.72188622,1013,0,345,9,2020-11-24 15:00:00,,,,
25.72188622,1013,0,343,12,2020-11-24 16:00:00,,,,
21.72188622,1013,0,340,15,2020-11-24 17:00:00,,,,
19.72188622,1013,0,338,17,2020-11-24 18:00:00,,,,
17.72188622,1013,0,307,16,2020-11-24 19:00:00,,,,
17.72188622,1014,0,277,14,2020-11-24 20:00:00,,,,
15.72188622,1014,0,246,13,2020-11-24 21:00:00,,,,
13.72188622,1014,0,178,11,2020-11-24 22:00:00,,,,
11.72188622,1014,0,110,9,2020-11-24 23:00:00,,,,
11.72188622,1014,0,42,8,2020-11-25 00:00:00,,,,
13.72188622,1014,1,47,8,2020-11-25 01:00:00,,,,
15.72188622,1013,1,51,9,2020-11-25 02:00:00,,,,
17.72188622,1013,2,56,10,2020-11-25 03:00:00,,,,
15.72188622,1013,4,62,10,2020-11-25 04:00:00,,,,
13.72188622,1013,5,69,11,2020-11-25 05:00:00,,,,
11.72188622,1014,7,75,11,2020-11-25 06:00:00,,,,
13.72188622,1014,7,80,11,2020-11-25 07:00:00,,,,
13.72188622,1014,6,86,11,2020-11-25 08:00:00,,,,
15.72188622,1014,6,91,10,2020-11-25 09:00:00,,,,
17.72188622,1014,5,114,9,2020-11-25 10:00:00,,,,
19.72188622,1013,4,136,9,2020-11-25 11:00:00,,,,
23.72188622,1013,3,159,8,2020-11-25 12:00:00,,,,
23.72188622,1012,2,207,9,2020-11-25 13:00:00,,,,
23.72188622,1011,2,256,10,2020-11-25 14:00:00,,,,
25.72188622,1011,2,304,11,2020-11-25 15:00:00,,,,
23.72188622,1011,3,309,13,2020-11-25 16:00:00,,,,
21.72188622,1011,4,315,14,2020-11-25 17:00:00,,,,
17.72188622,1011,5,320,16,2020-11-25 18:00:00,,,,
17.72188622,1011,5,292,15,2020-11-25 19:00:00,,,,
15.72188622,1012,6,264,14,2020-11-25 20:00:00,,,,
13.72188622,1012,6,236,12,2020-11-25 21:00:00,,,,
15.72188622,1012,10,166,11,2020-11-25 22:00:00,,,,
15.72188622,1012,15,96,9,2020-11-25 23:00:00,,,,
17.72188622,1011,20,26,8,2020-11-26 00:00:00,,,,
15.72188622,1011,22,26,8,2020-11-26 01:00:00,,,,
15.72188622,1011,24,26,8,2020-11-26 02:00:00,,,,
15.72188622,1011,27,26,9,2020-11-26 03:00:00,,,,
15.72188622,1011,27,34,9,2020-11-26 04:00:00,,,,
15.72188622,1011,27,43,9,2020-11-26 05:00:00,,,,
15.72188622,1011,27,52,10,2020-11-26 06:00:00,,,,
15.72188622,1012,25,62,10,2020-11-26 07:00:00,,,,
15.72188622,1012,23,73,9,2020-11-26 08:00:00,,,,
17.72188622,1013,21,83,9,2020-11-26 09:00:00,,,,
17.72188622,1013,23,112,9,2020-11-26 10:00:00,,,,
19.72188622,1012,24,142,10,2020-11-26 11:00:00,,,,
19.72188622,1012,26,171,10,2020-11-26 12:00:00,,,,
19.72188622,1012,29,197,11,2020-11-26 13:00:00,,,,
19.72188622,1011,32,224,12,2020-11-26 14:00:00,,,,
19.72188622,1010,34,250,13,2020-11-26 15:00:00,,,,
17.72188622,1010,38,253,12,2020-11-26 16:00:00,,,,
17.72188622,1011,42,257,11,2020-11-26 17:00:00,,,,
17.72188622,1011,46,260,10,2020-11-26 18:00:00,,,,
15.72188622,1011,46,239,8,2020-11-26 19:00:00,,,,
15.72188622,1012,46,217,6,2020-11-26 20:00:00,,,,
15.72188622,1012,46,195,4,2020-11-26 21:00:00,,,,
15.72188622,1012,54,189,3,2020-11-26 22:00:00,,,,
15.72188622,1012,61,182,3,2020-11-26 23:00:00,,,,
15.72188622,1012,69,175,3,2020-11-27 00:00:00,,,,
15.72188622,1012,74,189,3,2020-11-27 01:00:00,,,,
15.72188622,1011,80,202,3,2020-11-27 02:00:00,,,,
15.72188622,1011,85,215,3,2020-11-27 03:00:00,,,,
15.72188622,1012,76,153,4,2020-11-27 04:00:00,,,,
15.72188622,1012,68,91,6,2020-11-27 05:00:00,,,,
15.72188622,1012,59,30,7,2020-11-27 06:00:00,,,,
15.72188622,1013,53,24,8,2020-11-27 07:00:00,,,,
15.72188622,1013,46,18,9,2020-11-27 08:00:00,,,,
15.72188622,1014,40,13,10,2020-11-27 09:00:00,,,,
15.72188622,1013,39,46,12,2020-11-27 10:00:00,,,,
17.72188622,1013,37,79,13,2020-11-27 11:00:00,,,,
17.72188622,1013,36,112,14,2020-11-27 12:00:00,,,,
17.72188622,1012,39,186,15,2020-11-27 13:00:00,,,,
17.72188622,1011,43,261,16,2020-11-27 14:00:00,,,,
17.72188622,1011,46,335,17,2020-11-27 15:00:00,,,,
15.72188622,1011,49,340,17,2020-11-27 16:00:00,,,,
15.72188622,1011,53,344,18,2020-11-27 17:00:00,,,,
15.72188622,1012,57,349,18,2020-11-27 18:00:00,,,,
13.72188622,1012,62,315,16,2020-11-27 19:00:00,,,,
13.72188622,1012,66,282,14,2020-11-27 20:00:00,,,,
13.72188622,1013,71,248,12,2020-11-27 21:00:00,,,,
13.72188622,1013,70,175,12,2020-11-27 22:00:00,,,,
11.72188622,1013,69,103,12,2020-11-27 23:00:00,,,,
11.72188622,1013,68,30,12,2020-11-28 00:00:00,,,,
11.72188622,1012,70,30,12,2020-11-28 01:00:00,,,,
11.72188622,1012,73,30,12,2020-11-28 02:00:00,,,,
11.72188622,1012,76,30,12,2020-11-28 03:00:00,,,,
9.721886217,1012,78,28,13,2020-11-28 04:00:00,,,,
9.721886217,1012,79,27,14,2020-11-28 05:00:00,,,,
9.721886217,1012,81,26,15,2020-11-28 06:00:00,,,,
9.721886217,1013,80,29,16,2020-11-28 07:00:00,,,,
9.721886217,1013,79,32,16,2020-11-28 08:00:00,,,,
11.72188622,1014,78,36,16,2020-11-28 09:00:00,,,,
11.72188622,1013,82,34,16,2020-11-28 10:00:00,,,,
11.72188622,1013,86,32,16,2020-11-28 11:00:00,,,,
13.72188622,1013,90,30,16,2020-11-28 12:00:00,,,,
13.72188622,1012,88,28,16,2020-11-28 13:00:00,,,,
13.72188622,1011,86,26,15,2020-11-28 14:00:00,,,,
13.72188622,1011,84,24,15,2020-11-28 15:00:00,,,,
13.72188622,1011,77,24,15,2020-11-28 16:00:00,,,,
13.72188622,1011,70,23,15,2020-11-28 17:00:00,,,,
11.72188622,1011,64,23,14,2020-11-28 18:00:00,,,,
11.72188622,1011,56,22,14,2020-11-28 19:00:00,,,,
11.72188622,1012,49,21,14,2020-11-28 20:00:00,,,,
11.72188622,1012,42,20,14,2020-11-28 21:00:00,,,,
11.72188622,1012,50,34,13,2020-11-28 22:00:00,,,,
9.721886217,1012,59,48,12,2020-11-28 23:00:00,,,,
9.721886217,1012,67,63,11,2020-11-29 00:00:00,,,,
9.721886217,1012,70,53,10,2020-11-29 01:00:00,,,,
9.721886217,1012,73,44,10,2020-11-29 02:00:00,,,,
9.721886217,1011,76,35,9,2020-11-29 03:00:00,,,,
9.721886217,1011,79,35,10,2020-11-29 04:00:00,,,,
9.721886217,1011,82,34,10,2020-11-29 05:00:00,,,,
9.721886217,1012,85,34,11,2020-11-29 06:00:00,,,,
9.721886217,1012,84,36,11,2020-11-29 07:00:00,,,,
9.721886217,1013,83,38,11,2020-11-29 08:00:00,,,,
9.721886217,1013,82,40,11,2020-11-29 09:00:00,,,,
11.72188622,1013,83,75,10,2020-11-29 10:00:00,,,,
11.72188622,1013,85,110,9,2020-11-29 11:00:00,,,,
11.72188622,1012,86,145,9,2020-11-29 12:00:00,,,,
11.72188622,1011,91,212,9,2020-11-29 13:00:00,,,,
11.72188622,1011,95,280,10,2020-11-29 14:00:00,,,,
11.72188622,1010,100,348,10,2020-11-29 15:00:00,,,,
11.72188622,1010,100,313,12,2020-11-29 16:00:00,,,,
11.72188622,1010,100,278,13,2020-11-29 17:00:00,,,,
9.721886217,1010,100,243,14,2020-11-29 18:00:00,,,,
9.721886217,1011,96,174,13,2020-11-29 19:00:00,,,,
7.721886217,1011,91,104,11,2020-11-29 20:00:00,,,,
5.721886217,1011,87,35,9,2020-11-29 21:00:00,,,,
3.721886217,1011,90,40,8,2020-11-29 22:00:00,,,,
1.721886217,1011,93,45,8,2020-11-29 23:00:00,,,,
-2.278113783,1011,96,50,7,2020-11-30 00:00:00,,,,
3.721886217,1010,93,50,7,2020-11-30 01:00:00,,,,
7.721886217,1010,91,51,7,2020-11-30 02:00:00,,,,
11.72188622,1010,89,52,6,2020-11-30 03:00:00,,,,
11.72188622,1010,86,57,6,2020-11-30 04:00:00,,,,
11.72188622,1010,82,63,6,2020-11-30 05:00:00,,,,
11.72188622,1010,79,68,6,2020-11-30 06:00:00,,,,
11.72188622,1011,84,85,5,2020-11-30 07:00:00,,,,
11.72188622,1012,89,101,4,2020-11-30 08:00:00,,,,
13.72188622,1012,94,117,3,2020-11-30 09:00:00,,,,
13.72188622,1012,85,136,4,2020-11-30 10:00:00,,,,
13.72188622,1012,77,155,4,2020-11-30 11:00:00,,,,
15.72188622,1012,68,174,5,2020-11-30 12:00:00,,,,
15.72188622,1011,58,218,6,2020-11-30 13:00:00,,,,
15.72188622,1011,48,261,8,2020-11-30 14:00:00,,,,
15.72188622,1010,38,305,9,2020-11-30 15:00:00,,,,
15.72188622,1010,44,312,10,2020-11-30 16:00:00,,,,
15.72188622,1011,51,319,11,2020-11-30 17:00:00,,,,
15.72188622,1011,58,327,12,2020-11-30 18:00:00,,,,
13.72188622,1011,61,295,12,2020-11-30 19:00:00,,,,
11.72188622,1011,64,264,12,2020-11-30 20:00:00,,,,
11.72188622,1012,67,232,13,2020-11-30 21:00:00,,,,
7.721886217,1012,57,159,13,2020-11-30 22:00:00,,,,
3.721886217,1012,46,85,13,2020-11-30 23:00:00,,,,
1.721886217,1012,36,11,13,2020-12-01 00:00:00,,,,
5.721886217,1011,40,13,13,2020-12-01 01:00:00,,,,
9.721886217,1011,45,14,13,2020-12-01 02:00:00,,,,
13.72188622,1011,49,16,13,2020-12-01 03:00:00,,,,
11.72188622,1011,48,14,13,2020-12-01 04:00:00,,,,
11.72188622,1011,47,12,14,2020-12-01 05:00:00,,,,
11.72188622,1012,46,10,15,2020-12-01 06:00:00,,,,
11.72188622,1012,39,10,15,2020-12-01 07:00:00,,,,
11.72188622,1013,32,9,15,2020-12-01 08:00:00,,,,
13.72188622,1014,24,8,15,2020-12-01 09:00:00,,,,
13.72188622,1013,22,42,15,2020-12-01 10:00:00,,,,
15.72188622,1013,20,77,14,2020-12-01 11:00:00,,,,
15.72188622,1013,18,112,14,2020-12-01 12:00:00,,,,
15.72188622,1012,17,183,16,2020-12-01 13:00:00,,,,
15.72188622,1012,16,253,19,2020-12-01 14:00:00,,,,
15.72188622,1011,15,324,21,2020-12-01 15:00:00,,,,
15.72188622,1011,15,329,22,2020-12-01 16:00:00,,,,
15.72188622,1012,15,334,22,2020-12-01 17:00:00,,,,
15.72188622,1012,15,338,23,2020-12-01 18:00:00,,,,
13.72188622,1013,15,305,21,2020-12-01 19:00:00,,,,
13.72188622,1013,15,272,19,2020-12-01 20:00:00,,,,
11.72188622,1014,15,239,17,2020-12-01 21:00:00,,,,
11.72188622,1014,16,162,16,2020-12-01 22:00:00,,,,
11.72188622,1014,17,86,15,2020-12-01 23:00:00,,,,
13.72188622,1014,17,10,15,2020-12-02 00:00:00,,,,
11.72188622,1014,18,13,14,2020-12-02 01:00:00,,,,
11.72188622,1013,19,15,14,2020-12-02 02:00:00,,,,
11.72188622,1013,20,18,13,2020-12-02 03:00:00,,,,
11.72188622,1013,20,19,14,2020-12-02 04:00:00,,,,
11.72188622,1013,20,20,14,2020-12-02 05:00:00,,,,
9.721886217,1014,20,20,14,2020-12-02 06:00:00,,,,
11.72188622,1014,19,22,13,2020-12-02 07:00:00,,,,
11.72188622,1015,18,24,12,2020-12-02 08:00:00,,,,
13.72188622,1015,17,26,10,2020-12-02 09:00:00,,,,
13.72188622,1015,16,60,10,2020-12-02 10:00:00,,,,
15.72188622,1014,15,94,10,2020-12-02 11:00:00,,,,
17.72188622,1014,13,128,9,2020-12-02 12:00:00,,,,
17.72188622,1013,13,191,12,2020-12-02 13:00:00,,,,
17.72188622,1013,12,255,15,2020-12-02 14:00:00,,,,
17.72188622,1012,11,318,17,2020-12-02 15:00:00,,,,
15.72188622,1012,10,323,18,2020-12-02 16:00:00,,,,
15.72188622,1012,9,329,20,2020-12-02 17:00:00,,,,
15.72188622,1013,8,334,21,2020-12-02 18:00:00,,,,
13.72188622,1013,7,301,19,2020-12-02 19:00:00,,,,
11.72188622,1014,7,268,18,2020-12-02 20:00:00,,,,
11.72188622,1014,7,236,17,2020-12-02 21:00:00,,,,
9.721886217,1014,7,162,15,2020-12-02 22:00:00,,,,
7.721886217,1014,8,89,13,2020-12-02 23:00:00,,,,
5.721886217,1014,8,15,12,2020-12-03 00:00:00,,,,
7.721886217,1013,8,18,12,2020-12-03 01:00:00,,,,
11.72188622,1013,8,20,12,2020-12-03 02:00:00,,,,
13.72188622,1013,8,23,13,2020-12-03 03:00:00,,,,
13.72188622,1013,8,28,12,2020-12-03 04:00:00,,,,
13.72188622,1013,9,33,11,2020-12-03 05:00:00,,,,
13.72188622,1014,9,39,11,2020-12-03 06:00:00,,,,
13.72188622,1014,9,43,11,2020-12-03 07:00:00,,,,
13.72188622,1015,8,48,11,2020-12-03 08:00:00,,,,
15.72188622,1015,8,53,11,2020-12-03 09:00:00,,,,
17.72188622,1015,8,86,11,2020-12-03 10:00:00,,,,
17.72188622,1015,8,120,10,2020-12-03 11:00:00,,,,
19.72188622,1014,8,153,10,2020-12-03 12:00:00,,,,
19.72188622,1014,7,202,11,2020-12-03 13:00:00,,,,
19.72188622,1013,7,251,12,2020-12-03 14:00:00,,,,
19.72188622,1012,7,299,14,2020-12-03 15:00:00,,,,
19.72188622,1013,6,309,16,2020-12-03 16:00:00,,,,
17.72188622,1013,6,318,18,2020-12-03 17:00:00,,,,
15.72188622,1013,5,328,19,2020-12-03 18:00:00,,,,
15.72188622,1013,5,298,18,2020-12-03 19:00:00,,,,
13.72188622,1013,5,269,16,2020-12-03 20:00:00,,,,
13.72188622,1014,6,240,15,2020-12-03 21:00:00,,,,
11.72188622,1014,6,165,14,2020-12-03 22:00:00,,,,
7.721886217,1014,6,90,13,2020-12-03 23:00:00,,,,
5.721886217,1014,7,15,12,2020-12-04 00:00:00,,,,
9.721886217,1013,6,20,11,2020-12-04 01:00:00,,,,
11.72188622,1013,6,25,11,2020-12-04 02:00:00,,,,
13.72188622,1012,5,31,10,2020-12-04 03:00:00,,,,
13.72188622,1012,6,36,11,2020-12-04 04:00:00,,,,
13.72188622,1013,6,42,11,2020-12-04 05:00:00,,,,
13.72188622,1013,6,47,11,2020-12-04 06:00:00,,,,
13.72188622,1013,6,51,11,2020-12-04 07:00:00,,,,
13.72188622,1014,6,55,11,2020-12-04 08:00:00,,,,
15.72188622,1015,6,59,11,2020-12-04 09:00:00,,,,
15.72188622,1014,6,90,11,2020-12-04 10:00:00,,,,
17.72188622,1014,5,122,10,2020-12-04 11:00:00,,,,
19.72188622,1014,5,154,10,2020-12-04 12:00:00,,,,
19.72188622,1013,5,207,12,2020-12-04 13:00:00,,,,
19.72188622,1013,4,261,13,2020-12-04 14:00:00,,,,
19.72188622,1012,4,314,14,2020-12-04 15:00:00,,,,
17.72188622,1012,4,321,16,2020-12-04 16:00:00,,,,
17.72188622,1012,3,327,18,2020-12-04 17:00:00,,,,
15.72188622,1013,3,333,19,2020-12-04 18:00:00,,,,
15.72188622,1013,3,301,19,2020-12-04 19:00:00,,,,
13.72188622,1014,3,269,18,2020-12-04 20:00:00,,,,
11.72188622,1014,3,237,18,2020-12-04 21:00:00,,,,
11.72188622,1014,3,165,16,2020-12-04 22:00:00,,,,
9.721886217,1014,3,93,15,2020-12-04 23:00:00,,,,
7.721886217,1014,3,22,13,2020-12-05 00:00:00,,,,
9.721886217,1014,3,32,13,2020-12-05 01:00:00,,,,
11.72188622,1014,2,42,12,2020-12-05 02:00:00,,,,
15.72188622,1013,2,53,12,2020-12-05 03:00:00,,,,
13.72188622,1013,2,57,12,2020-12-05 04:00:00,,,,
13.72188622,1014,2,61,13,2020-12-05 05:00:00,,,,
13.72188622,1014,2,66,13,2020-12-05 06:00:00,,,,
13.72188622,1014,1,67,13,2020-12-05 07:00:00,,,,
15.72188622,1015,1,69,13,2020-12-05 08:00:00,,,,
15.72188622,1015,0,70,13,2020-12-05 09:00:00,,,,
17.72188622,1015,1,100,12,2020-12-05 10:00:00,,,,
19.72188622,1015,1,130,11,2020-12-05 11:00:00,,,,
21.72188622,1015,2,160,10,2020-12-05 12:00:00,,,,
21.72188622,1014,2,214,11,2020-12-05 13:00:00,,,,
21.72188622,1014,3,268,11,2020-12-05 14:00:00,,,,
21.72188622,1013,3,322,12,2020-12-05 15:00:00,,,,
19.72188622,1013,3,326,14,2020-12-05 16:00:00,,,,
19.72188622,1013,4,329,15,2020-12-05 17:00:00,,,,
17.72188622,1013,4,333,17,2020-12-05 18:00:00,,,,
15.72188622,1014,4,301,16,2020-12-05 19:00:00,,,,
13.72188622,1014,3,269,15,2020-12-05 20:00:00,,,,
13.72188622,1015,3,237,15,2020-12-05 21:00:00,,,,
11.72188622,1015,3,172,14,2020-12-05 22:00:00,,,,
9.721886217,1015,3,106,12,2020-12-05 23:00:00,,,,
7.721886217,1015,3,41,11,2020-12-06 00:00:00,,,,
9.721886217,1014,3,55,11,2020-12-06 01:00:00,,,,
13.72188622,1014,3,68,11,2020-12-06 02:00:00,,,,
15.72188622,1014,2,82,12,2020-12-06 03:00:00,,,,
13.72188622,1014,3,81,13,2020-12-06 04:00:00,,,,
13.72188622,1014,4,80,14,2020-12-06 05:00:00,,,,
11.72188622,1015,5,79,15,2020-12-06 06:00:00,,,,
11.72188622,1015,7,82,15,2020-12-06 07:00:00,,,,
11.72188622,1016,10,85,15,2020-12-06 08:00:00,,,,
11.72188622,1016,13,88,15,2020-12-06 09:00:00,,,,
13.72188622,1016,15,113,14,2020-12-06 10:00:00,,,,
15.72188622,1015,18,139,12,2020-12-06 11:00:00,,,,
17.72188622,1015,20,164,11,2020-12-06 12:00:00,,,,
17.72188622,1014,23,212,10,2020-12-06 13:00:00,,,,
17.72188622,1014,27,260,10,2020-12-06 14:00:00,,,,
17.72188622,1013,30,307,9,2020-12-06 15:00:00,,,,
17.72188622,1013,26,315,12,2020-12-06 16:00:00,,,,
15.72188622,1013,23,322,16,2020-12-06 17:00:00,,,,
15.72188622,1013,19,329,19,2020-12-06 18:00:00,,,,
15.72188622,1014,14,299,17,2020-12-06 19:00:00,,,,
15.72188622,1014,9,270,16,2020-12-06 20:00:00,,,,
15.72188622,1015,3,240,14,2020-12-06 21:00:00,,,,
13.72188622,1015,2,173,13,2020-12-06 22:00:00,,,,
11.72188622,1014,1,106,12,2020-12-06 23:00:00,,,,
9.721886217,1014,0,39,10,2020-12-07 00:00:00,,,,
11.72188622,1014,0,54,11,2020-12-07 01:00:00,,,,
13.72188622,1014,0,69,11,2020-12-07 02:00:00,,,,
15.72188622,1014,0,84,11,2020-12-07 03:00:00,,,,
13.72188622,1014,0,80,12,2020-12-07 04:00:00,,,,
13.72188622,1014,0,77,13,2020-12-07 05:00:00,,,,
11.72188622,1014,0,74,14,2020-12-07 06:00:00,,,,
11.72188622,1014,0,77,14,2020-12-07 07:00:00,,,,
11.72188622,1015,0,79,15,2020-12-07 08:00:00,,,,
11.72188622,1015,0,82,15,2020-12-07 09:00:00,,,,
15.72188622,1015,0,107,13,2020-12-07 10:00:00,,,,
17.72188622,1014,0,132,11,2020-12-07 11:00:00,,,,
19.72188622,1014,0,158,10,2020-12-07 12:00:00,,,,
21.72188622,1013,0,206,9,2020-12-07 13:00:00,,,,
23.72188622,1012,0,255,7,2020-12-07 14:00:00,,,,
25.72188622,1011,0,303,6,2020-12-07 15:00:00,,,,
23.72188622,1011,0,309,9,2020-12-07 16:00:00,,,,
21.72188622,1011,0,316,11,2020-12-07 17:00:00,,,,
19.72188622,1011,0,322,14,2020-12-07 18:00:00,,,,
17.72188622,1012,0,291,14,2020-12-07 19:00:00,,,,
15.72188622,1012,0,260,15,2020-12-07 20:00:00,,,,
13.72188622,1013,0,229,15,2020-12-07 21:00:00,,,,
13.72188622,1013,0,164,14,2020-12-07 22:00:00,,,,
15.72188622,1013,0,98,12,2020-12-07 23:00:00,,,,
17.72188622,1013,0,33,11,2020-12-08 00:00:00,,,,
17.72188622,1012,0,43,10,2020-12-08 01:00:00,,,,
17.72188622,1012,0,54,9,2020-12-08 02:00:00,,,,
17.72188622,1012,0,64,8,2020-12-08 03:00:00,,,,
15.72188622,1012,0,67,9,2020-12-08 04:00:00,,,,
13.72188622,1012,0,69,10,2020-12-08 05:00:00,,,,
13.72188622,1012,0,71,11,2020-12-08 06:00:00,,,,
13.72188622,1013,0,76,11,2020-12-08 07:00:00,,,,
13.72188622,1013,0,82,11,2020-12-08 08:00:00,,,,
13.72188622,1014,0,87,11,2020-12-08 09:00:00,,,,
15.72188622,1013,0,104,9,2020-12-08 10:00:00,,,,
17.72188622,1013,0,121,8,2020-12-08 11:00:00,,,,
19.72188622,1012,0,138,6,2020-12-08 12:00:00,,,,
21.72188622,1012,0,189,7,2020-12-08 13:00:00,,,,
21.72188622,1011,0,239,8,2020-12-08 14:00:00,,,,
21.72188622,1010,0,290,9,2020-12-08 15:00:00,,,,
21.72188622,1010,0,295,10,2020-12-08 16:00:00,,,,
19.72188622,1010,0,300,12,2020-12-08 17:00:00,,,,
19.72188622,1010,0,305,13,2020-12-08 18:00:00,,,,
17.72188622,1011,0,277,13,2020-12-08 19:00:00,,,,
15.72188622,1011,0,249,12,2020-12-08 20:00:00,,,,
13.72188622,1012,0,222,11,2020-12-08 21:00:00,,,,
13.72188622,1012,0,157,10,2020-12-08 22:00:00,,,,
11.72188622,1012,0,92,9,2020-12-08 23:00:00,,,,
11.72188622,1012,0,27,8,2020-12-09 00:00:00,,,,
13.72188622,1011,0,31,8,2020-12-09 01:00:00,,,,
15.72188622,1011,0,36,8,2020-12-09 02:00:00,,,,
15.72188622,1010,0,41,8,2020-12-09 03:00:00,,,,
15.72188622,1010,0,46,8,2020-12-09 04:00:00,,,,
13.72188622,1011,0,52,9,2020-12-09 05:00:00,,,,
13.72188622,1011,0,58,9,2020-12-09 06:00:00,,,,
13.72188622,1011,0,65,9,2020-12-09 07:00:00,,,,
13.72188622,1012,0,72,9,2020-12-09 08:00:00,,,,
15.72188622,1012,0,79,9,2020-12-09 09:00:00,,,,
17.72188622,1012,0,102,9,2020-12-09 10:00:00,,,,
17.72188622,1012,0,125,8,2020-12-09 11:00:00,,,,
19.72188622,1011,0,149,8,2020-12-09 12:00:00,,,,
21.72188622,1011,0,187,9,2020-12-09 13:00:00,,,,
21.72188622,1010,0,225,9,2020-12-09 14:00:00,,,,
21.72188622,1009,0,263,10,2020-12-09 15:00:00,,,,
21.72188622,1009,0,278,11,2020-12-09 16:00:00,,,,
19.72188622,1009,0,293,12,2020-12-09 17:00:00,,,,
17.72188622,1010,0,308,14,2020-12-09 18:00:00,,,,
17.72188622,1010,0,286,13,2020-12-09 19:00:00,,,,
15.72188622,1011,0,264,12,2020-12-09 20:00:00,,,,
13.72188622,1011,0,243,12,2020-12-09 21:00:00,,,,
11.72188622,1011,0,172,10,2020-12-09 22:00:00,,,,
11.72188622,1011,0,102,9,2020-12-09 23:00:00,,,,
9.721886217,1011,0,32,8,2020-12-10 00:00:00,,,,
11.72188622,1010,0,31,8,2020-12-10 01:00:00,,,,
13.72188622,1010,0,30,9,2020-12-10 02:00:00,,,,
15.72188622,1010,0,29,9,2020-12-10 03:00:00,,,,
15.72188622,1010,0,35,10,2020-12-10 04:00:00,,,,
13.72188622,1010,0,42,10,2020-12-10 05:00:00,,,,
13.72188622,1011,0,48,11,2020-12-10 06:00:00,,,,
13.72188622,1011,0,45,11,2020-12-10 07:00:00,,,,
13.72188622,1012,0,43,11,2020-12-10 08:00:00,,,,
15.72188622,1012,0,41,10,2020-12-10 09:00:00,,,,
17.72188622,1012,0,74,10,2020-12-10 10:00:00,,,,
19.72188622,1011,0,107,9,2020-12-10 11:00:00,,,,
21.72188622,1011,0,140,9,2020-12-10 12:00:00,,,,
21.72188622,1010,0,200,9,2020-12-10 13:00:00,,,,
23.72188622,1009,0,261,10,2020-12-10 14:00:00,,,,
23.72188622,1009,0,321,10,2020-12-10 15:00:00,,,,
21.72188622,1009,0,323,12,2020-12-10 16:00:00,,,,
19.72188622,1009,0,326,14,2020-12-10 17:00:00,,,,
17.72188622,1009,1,328,17,2020-12-10 18:00:00,,,,
17.72188622,1009,1,296,16,2020-12-10 19:00:00,,,,
15.72188622,1010,2,263,16,2020-12-10 20:00:00,,,,
15.72188622,1011,2,230,16,2020-12-10 21:00:00,,,,
11.72188622,1011,2,163,14,2020-12-10 22:00:00,,,,
9.721886217,1011,2,95,11,2020-12-10 23:00:00,,,,
7.721886217,1011,3,28,9,2020-12-11 00:00:00,,,,
9.721886217,1010,3,36,8,2020-12-11 01:00:00,,,,
11.72188622,1010,3,45,7,2020-12-11 02:00:00,,,,
13.72188622,1010,3,54,6,2020-12-11 03:00:00,,,,
13.72188622,1010,4,58,7,2020-12-11 04:00:00,,,,
13.72188622,1010,4,62,8,2020-12-11 05:00:00,,,,
11.72188622,1011,4,66,8,2020-12-11 06:00:00,,,,
13.72188622,1011,4,68,8,2020-12-11 07:00:00,,,,
13.72188622,1012,4,70,9,2020-12-11 08:00:00,,,,
13.72188622,1013,5,71,9,2020-12-11 09:00:00,,,,
15.72188622,1012,4,94,8,2020-12-11 10:00:00,,,,
17.72188622,1012,4,117,7,2020-12-11 11:00:00,,,,
19.72188622,1012,3,139,7,2020-12-11 12:00:00,,,,
19.72188622,1011,3,184,7,2020-12-11 13:00:00,,,,
21.72188622,1010,3,229,8,2020-12-11 14:00:00,,,,
21.72188622,1009,3,274,9,2020-12-11 15:00:00,,,,
19.72188622,1010,3,288,10,2020-12-11 16:00:00,,,,
19.72188622,1010,3,301,12,2020-12-11 17:00:00,,,,
17.72188622,1010,3,315,14,2020-12-11 18:00:00,,,,
17.72188622,1011,3,284,13,2020-12-11 19:00:00,,,,
17.72188622,1011,4,254,12,2020-12-11 20:00:00,,,,
15.72188622,1012,4,223,11,2020-12-11 21:00:00,,,,
15.72188622,1012,4,157,9,2020-12-11 22:00:00,,,,
15.72188622,1012,4,90,8,2020-12-11 23:00:00,,,,
15.72188622,1012,5,23,6,2020-12-12 00:00:00,,,,
15.72188622,1012,5,32,6,2020-12-12 01:00:00,,,,
15.72188622,1011,5,40,6,2020-12-12 02:00:00,,,,
15.72188622,1011,6,48,6,2020-12-12 03:00:00,,,,
13.72188622,1011,6,54,6,2020-12-12 04:00:00,,,,
